最新价,涨跌幅,涨跌额,成交量,成交额,振幅,换手率,市盈率,量比,五分钟涨跌,代码,名称,最高价,最低价,今开,昨收,总市值,流通市值,涨速,市净率,60日涨跌幅,年初至今涨跌幅,上市时间
21.25,-2.52,-0.55,7163,15450488.0,3.76,1.79,41.87,0.98,0.14,002971,和远气体,21.99,21.17,21.8,21.8,3400000000,850000000,0.0,3.19,-15.41,96.4,20200113
20.2,-2.37,-0.49,5781,11795252.0,2.51,1.31,29.63,0.89,0.0,002972,科安达,20.7,20.18,20.7,20.69,3561664000,890416000,0.05,3.24,-20.57,1.61,20191227
25.2,0.24,0.06,19097,48580157.0,2.55,4.67,26.36,1.51,0.16,002973,侨银环保,25.75,25.11,25.48,25.14,10298232000,1030428000,-0.08,7.71,-6.74,341.33,20200106
109.86,-2.53,-2.85,11886,133309888.0,3.85,3.42,37.32,0.94,-0.28,002975,博杰股份,114.2,109.86,113.0,112.71,15263223324,3815811324,-0.13,11.64,38.54,548.52,20200205
30.16,-1.63,-0.5,5736,17385928.0,2.25,2.29,50.47,1.06,0.1,002976,瑞玛工业,30.79,30.1,30.73,30.66,3016000000,754000000,0.0,4.04,-11.42,62.94,20200306
133.88,-1.53,-2.08,11726,155420709.0,5.35,6.55,185.37,0.89,0.02,002977,天箭科技,136.49,129.21,134.2,135.96,9572420000,2396452000,0.0,10.87,15.41,349.56,20200317
49.0,-3.45,-1.75,32569,162290234.0,5.24,8.02,28.25,0.96,0.41,002978,安宁股份,50.95,48.29,50.83,50.75,19649000000,1989400000,-0.39,5.1,32.15,80.01,20200417
46.79,-2.93,-1.41,11372,54030284.0,4.4,2.19,50.5,0.64,0.15,002979,雷赛智能,48.8,46.68,48.4,48.2,9732320000,2433080000,0.0,9.23,16.63,414.18,20200408
49.02,-0.59,-0.29,7544,37454041.0,2.31,2.26,15.55,0.59,-0.18,002980,华盛昌,50.15,49.01,49.32,49.31,6536003268,1634003268,0.0,6.31,-17.0,251.9,20200415
34.98,10.0,3.18,33598,115378849.0,9.84,14.0,67.44,5.26,0.0,002981,朝阳科技,34.98,31.85,32.05,31.8,3358080000,839520000,0.0,4.05,-8.5,103.14,20200417
77.59,-5.5,-4.52,25346,201607374.0,5.92,9.89,32.99,0.93,-0.04,002982,湘佳股份,82.45,77.59,82.05,82.11,7904869200,1988631700,-0.04,4.91,-35.07,163.64,20200424
35.0,1.45,0.5,23519,82600473.0,7.8,6.64,60.47,1.68,0.03,002983,芯瑞达,36.44,33.75,34.49,34.5,4958800000,1239700000,0.14,4.95,-11.24,169.85,20200428
23.98,-2.04,-0.5,33726,81470656.0,3.02,4.89,16.32,0.79,0.0,002984,森麒麟,24.67,23.93,24.6,24.48,15579061181,1654620000,0.0,2.84,26.48,26.48,20200911
156.36,-1.57,-2.5,8642,136337025.0,2.79,2.3,101.52,0.73,0.03,002985,北摩高科,160.0,155.56,158.44,158.86,23479017600,5869754400,0.04,12.2,-2.28,626.24,20200429
40.23,-2.38,-0.98,4366,17723776.0,2.6,1.54,86.74,0.72,-0.07,002986,宇新股份,41.25,40.18,40.88,41.21,4559668200,1140118200,-0.15,2.38,-18.91,3.18,20200602
51.96,-3.15,-1.69,12611,66380138.0,3.99,3.14,34.01,1.37,0.08,002987,京北方,53.97,51.83,53.69,53.65,8348017369,2087233200,0.0,4.97,-10.06,125.52,20200507
16.18,-5.98,-1.03,39434,65555868.0,5.64,6.77,46.06,1.11,-0.12,002988,豪美新材,17.13,16.16,17.11,17.21,3766218600,941904818,-0.06,1.82,-8.28,47.9,20200518
40.58,-2.45,-1.02,12558,51274132.0,3.1,3.32,29.47,1.21,-0.25,002989,中天精装,41.6,40.31,41.6,41.6,6143812000,1535953000,0.0,3.85,-33.05,68.24,20200610
81.59,-0.5,-0.41,20720,172997849.0,4.49,6.57,50.2,1.1,-0.15,002990,盛视科技,85.2,81.52,82.5,82.0,10299921600,2574980400,-0.04,5.67,-9.39,121.65,20200525
97.42,-3.66,-3.7,9781,97122808.0,4.79,4.2,54.88,0.84,0.0,002991,甘源食品,101.95,97.11,101.19,101.12,9081086256,2270275680,-0.08,6.65,-26.1,158.48,20200731
32.96,10.01,3.0,41665,133354015.0,10.58,12.08,66.21,3.24,0.0,002992,宝明科技,32.96,29.79,29.9,29.96,4547192912,1137120000,0.0,2.96,-4.44,47.47,20200803
80.8,3.78,2.94,55396,447698480.0,5.1,12.26,46.03,2.03,0.0,002993,奥海科技,81.99,78.02,78.28,77.86,14608640000,3652160000,-0.2,6.83,-12.88,200.6,20200817
58.11,-2.68,-1.6,5271,30855603.0,3.43,3.26,39.22,1.36,0.26,002995,天地在线,59.88,57.83,59.77,59.71,3757973700,939638700,0.1,3.79,-8.01,71.72,20200805
15.86,-1.43,-0.23,137395,220907354.0,5.22,25.92,46.62,0.54,-0.13,002996,顺博合金,16.5,15.66,15.8,16.09,6962540000,840580000,-0.19,3.86,4.76,88.59,20200828
18.43,-3.56,-0.68,30679,57244311.0,4.34,6.68,32.5,0.74,-0.11,002997,瑞鹄模具,19.21,18.38,19.16,19.11,3383748000,845937000,0.0,3.2,-22.98,47.68,20200903
10.01,-1.57,-0.16,64616,65945714.0,3.24,7.92,28.67,0.76,-0.4,002998,优彩资源,10.33,10.0,10.23,10.17,3267247984,816811996,0.0,2.41,71.11,71.11,20200925
12.06,-3.29,-0.41,34749,42599689.0,3.93,5.6,32.2,0.75,-0.17,002999,天禾股份,12.55,12.06,12.47,12.47,2994256800,748684800,-0.17,2.92,-4.89,82.18,20200903
17.61,-5.83,-1.09,56755,104571082.0,9.25,14.19,62.41,1.06,-1.01,003000,华文食品,19.23,17.5,18.98,18.7,7044176100,704576100,-0.51,7.92,257.93,257.93,20200914
35.82,-1.32,-0.48,8066,29191051.0,1.93,3.32,30.21,0.38,-0.44,003001,中岩大地,36.5,35.8,36.3,36.3,3480819676,870204919,0.03,2.76,18.77,18.77,20201013
16.69,-5.28,-0.93,56528,96366809.0,5.62,11.31,36.16,0.92,-0.12,003002,壶化股份,17.68,16.69,17.68,17.62,3338000000,834500000,0.0,3.29,103.04,103.04,20200922
16.91,-5.32,-0.95,59557,103008304.0,5.15,13.47,52.19,0.67,-0.18,003003,天元股份,17.74,16.82,17.7,17.86,2988335200,747422000,-0.18,2.48,61.2,61.2,20200921
43.18,-9.99,-4.79,72752,326296512.0,7.36,35.56,123.23,2.73,-0.25,003004,声迅股份,46.7,43.17,44.91,47.97,3533851200,883462800,0.0,5.38,113.13,113.13,20201126
54.49,-3.04,-1.71,17152,95557827.0,4.18,6.47,31.43,0.48,0.09,003005,竞业达,56.7,54.35,56.3,56.2,5775940000,1443985000,-0.18,4.23,71.19,71.19,20200922
21.4,-4.25,-0.95,34154,75194132.0,6.67,7.98,52.8,0.82,-0.47,003006,百亚股份,22.87,21.38,22.48,22.35,9154444920,915444920,-0.14,8.57,223.75,223.75,20200921
34.3,-4.0,-1.43,10422,36472484.0,4.81,5.21,-148.1,1.03,0.0,003007,直真科技,35.92,34.2,35.92,35.73,2744000000,686000000,-0.26,3.28,46.58,46.58,20200923
40.31,-2.75,-1.14,11798,48056499.0,2.56,5.9,35.75,0.59,-0.12,003008,开普检测,41.36,40.3,41.25,41.45,3224800000,806200000,-0.05,3.23,32.51,32.51,20200923
59.21,-5.39,-3.37,65277,392932544.0,5.1,16.8,94.65,1.42,0.05,003009,中天火箭,62.2,59.01,62.2,62.58,9200778853,2300196001,-0.03,7.64,357.57,357.57,20200925
37.85,-3.32,-1.3,16354,62763438.0,2.94,5.37,53.4,0.75,-0.29,003010,若羽臣,38.97,37.82,38.87,39.15,4606338944,1151775500,0.08,4.49,149.01,149.01,20200925
