最新价,涨跌幅,涨跌额,成交量,成交额,振幅,换手率,市盈率,量比,五分钟涨跌,代码,名称,最高价,最低价,今开,昨收,总市值,流通市值,涨速,市净率,60日涨跌幅,年初至今涨跌幅,上市时间
9.92,-0.6,-0.06,432805,432730512.0,1.8,0.15,4.88,0.8,0.0,600000,浦发银行,10.09,9.91,9.98,9.98,291173170540,291173170540,0.1,0.57,-1.29,-15.72,19991110
-,-,-,-,-,-,-,-,-,-,600001,邯郸钢铁,-,-,-,5.29,-,-,-,-,-,-,19980122
-,-,-,-,-,-,-,-,-,-,600002,齐鲁石化,-,-,-,10.09,-,-,-,-,-,-,19980408
-,-,-,-,-,-,-,-,-,-,600003,ST东北高,-,-,-,3.87,-,-,-,-,-,-,19990810
14.44,-1.43,-0.21,105463,153411042.0,2.87,0.51,-85.61,0.93,0.07,600004,白云机场,14.78,14.36,14.78,14.65,34175412007,29880988222,0.14,1.78,-6.36,-16.58,20030428
-,-,-,-,-,-,-,-,-,-,600005,武钢股份,-,-,-,3.71,-,-,-,-,-,-,19990803
5.9,-3.59,-0.22,492032,296162032.0,5.23,2.46,18.05,0.82,0.34,600006,东风汽车,6.16,5.84,6.13,6.12,11800000000,11800000000,0.34,1.52,23.95,30.82,19990727
12.72,-1.01,-0.13,11881,15240557.0,1.56,0.12,15.69,0.91,-0.31,600007,中国国贸,12.92,12.72,12.85,12.85,12812633832,12812633832,-0.39,1.64,-6.95,-25.7,19990312
2.95,-1.67,-0.05,315516,94052211.0,2.0,0.43,17.5,1.01,-0.34,600008,首创股份,3.01,2.95,2.99,3.0,21654742497,21654742497,-0.34,1.4,-5.14,-1.67,20000427
76.27,-3.32,-2.62,126331,975216592.0,3.56,1.16,-149.47,1.48,-0.01,600009,上海机场,79.0,76.19,78.5,78.89,146969120829,83399444799,-0.05,4.94,-0.74,-2.17,19980218
1.17,-0.85,-0.01,2104881,247527810.0,1.69,0.66,239.27,0.91,0.0,600010,包钢股份,1.19,1.17,1.17,1.18,53334488198,37062337557,0.0,1.01,-1.68,-11.36,20010309
4.74,-2.27,-0.11,242743,116326371.0,2.47,0.22,6.11,0.82,-0.21,600011,华能国际,4.86,4.74,4.85,4.85,74408962522,52129145016,-0.42,0.94,-16.25,-13.03,20011206
6.44,0.0,0.0,95224,61958400.0,3.42,0.82,16.64,1.27,0.16,600012,皖通高速,6.62,6.4,6.48,6.44,10681448400,7506464000,0.47,0.99,19.48,13.98,20030107
6.37,-0.93,-0.06,242217,155710122.0,1.87,0.19,5.21,0.57,0.0,600015,华夏银行,6.48,6.36,6.45,6.43,98016616772,81680513980,0.0,0.46,1.27,-14.15,20030912
5.36,0.75,0.04,1302219,700563616.0,1.13,0.37,4.71,1.32,-0.19,600016,民生银行,5.4,5.34,5.35,5.32,234673763171,190076980422,0.0,0.51,-2.72,-9.76,20001219
