最新价,涨跌幅,涨跌额,成交量,成交额,振幅,换手率,市盈率,量比,五分钟涨跌,代码,名称,最高价,最低价,今开,昨收,总市值,流通市值,涨速,市净率,60日涨跌幅,年初至今涨跌幅,上市时间
39.35,-2.41,-0.97,12300,49047948.0,3.35,3.2,55.78,1.46,-0.05,688001,华兴源创,40.55,39.2,40.18,40.32,16884550548,1513054563,0.38,6.06,-1.11,-10.87,20190722
97.9,0.65,0.63,41109,404918240.0,2.41,1.8,70.3,0.97,0.06,688002,睿创微纳,99.5,97.16,97.54,97.27,43565500000,22392527003,0.2,15.64,17.04,157.36,20190722
32.0,-2.05,-0.67,17079,55450296.0,3.24,2.39,261.28,1.25,-0.65,688003,天准科技,33.06,32.0,32.51,32.67,6195200000,2283712000,-0.37,4.29,-0.9,9.81,20190722
55.67,-2.37,-1.35,2319,12996434.0,3.7,1.8,147.53,1.18,0.49,688004,博汇科技,57.49,55.38,57.49,57.02,3162056000,716147231,0.47,4.63,-19.73,93.5,20200612
38.19,0.5,0.19,132863,517361584.0,6.34,4.85,111.88,2.31,-0.24,688005,容百科技,40.09,37.68,38.0,38.0,16929080883,10464453357,0.03,3.86,38.62,15.1,20190722
59.8,-0.47,-0.28,24477,146926550.0,2.96,2.57,58.45,1.47,0.03,688006,杭可科技,60.79,59.01,60.2,60.08,23979800000,5697649815,0.0,9.68,0.69,51.35,20190722
21.85,-0.09,-0.02,21139,46575624.0,1.92,0.75,168.1,1.25,0.0,688007,光峰科技,22.22,21.8,21.91,21.87,9892738287,6190107950,0.0,4.92,-8.81,-20.92,20190722
82.35,-0.88,-0.73,85452,709104224.0,2.19,2.03,79.5,1.34,-0.22,688008,澜起科技,83.5,81.68,82.0,83.08,93040173759,34603620124,-0.18,11.71,5.89,15.48,20190722
6.07,0.0,0.0,230715,140335520.0,1.15,1.16,18.18,1.34,0.0,688009,中国通号,6.11,6.04,6.08,6.07,64280201330,12022190866,0.17,1.66,-1.14,-9.67,20190722
33.01,-2.42,-0.82,12109,40359617.0,3.28,1.99,108.52,1.08,-0.48,688010,福光股份,33.99,32.88,33.99,33.83,5069739938,2013474692,-0.03,2.84,-11.97,-20.57,20190722
