最新价,涨跌幅,涨跌额,成交量,成交额,振幅,换手率,市盈率,量比,五分钟涨跌,代码,名称,最高价,最低价,今开,昨收,总市值,流通市值,涨速,市净率,60日涨跌幅,年初至今涨跌幅,上市时间
-,-,-,-,-,-,-,-,-,-,200002,万科B,-,-,-,12.41,-,-,-,-,-,-,19930528
-,-,-,-,-,-,-,-,-,-,200003,PT金田B,-,-,-,1.6,-,-,-,-,-,-,19930629
5.52,-1.08,-0.06,956,529121.0,1.43,0.14,11.27,0.65,0.0,200011,深物业B,5.6,5.52,5.53,5.58,3289804588,373180941,0.0,0.92,-10.53,15.48,19920330
2.71,-1.09,-0.03,17151,4679057.0,1.82,0.15,7.55,1.04,0.37,200012,南  玻Ｂ,2.75,2.7,2.74,2.74,8321575610,3006381947,0.0,0.72,17.32,13.39,19920228
-,-,-,-,-,-,-,-,-,-,200013,*ST石化B,-,-,-,1.47,-,-,-,-,-,-,19920506
-,-,-,-,-,-,-,-,-,-,200015,PT中浩B,-,-,-,1.95,-,-,-,-,-,-,19920625
2.43,-2.8,-0.07,19198,4710914.0,3.2,0.24,6.27,0.91,-0.41,200016,深康佳Ｂ,2.5,2.42,2.49,2.5,5851307341,1971584407,0.0,0.6,4.74,1.25,19920327
0.96,-1.03,-0.01,2765,266667.0,2.06,0.11,66.28,1.1,0.0,200017,*ST中华B,0.98,0.96,0.97,0.97,529294029,238428463,0.0,37.56,-4.95,-43.2,19920331
-,-,-,-,-,-,-,-,-,-,200018,神城B退,-,-,-,0.17,-,-,-,-,-,-,19920616
4.0,-0.25,-0.01,718,285978.0,1.75,0.14,9.79,0.81,1.01,200019,深粮B,4.03,3.96,4.01,4.01,4610141016,206997120,1.01,0.9,-4.99,27.8,19921012
3.07,-0.65,-0.02,368,112577.0,1.29,0.04,118.1,0.11,0.0,200020,深华发Ｂ,3.09,3.05,3.05,3.09,869304967,313127217,0.0,2.28,-0.97,-26.38,19920428
-,-,-,-,-,-,-,-,-,-,200024,招商局B,-,-,-,35.3,-,-,-,-,-,-,19930607
4.6,-1.08,-0.05,506,233814.0,2.15,0.13,32.97,0.77,0.0,200025,特  力Ｂ,4.68,4.58,4.59,4.65,1982868272,176088000,0.0,1.35,-10.68,-16.36,19930621
6.71,0.3,0.02,778,521152.0,1.05,0.12,8.81,0.69,0.0,200026,飞亚达Ｂ,6.71,6.64,6.68,6.69,2872496522,449019780,0.0,0.92,6.0,10.36,19930603
23.0,0.92,0.21,531,1216894.0,1.49,0.1,6.51,0.51,0.0,200028,一致Ｂ,23.04,22.7,22.7,22.79,9846920609,1262342925,0.0,0.64,-0.82,-14.34,19930809
3.43,-0.29,-0.01,1448,497687.0,1.74,0.12,11.5,0.35,0.0,200029,深深房Ｂ,3.48,3.42,3.48,3.44,3469993800,411600000,0.0,0.82,-35.28,-35.28,19940110
3.58,-0.28,-0.01,1642,582367.0,2.51,0.34,6.15,0.97,0.0,200030,富奥B,3.61,3.52,3.57,3.59,6481776557,171191716,0.0,0.81,12.58,16.23,19930929
