最新价,涨跌幅,涨跌额,成交量,成交额,振幅,换手率,市盈率,量比,五分钟涨跌,代码,名称,最高价,最低价,今开,昨收,总市值,流通市值,涨速,市净率,60日涨跌幅,年初至今涨跌幅,上市时间
-,-,-,-,-,-,-,-,-,-,200002,万科B,-,-,-,12.41,-,-,-,-,-,-,19930528
-,-,-,-,-,-,-,-,-,-,200003,PT金田B,-,-,-,1.6,-,-,-,-,-,-,19930629
5.72,-0.17,-0.01,1707,977738.0,1.05,0.25,11.68,0.59,0.0,200011,深物业B,5.76,5.7,5.72,5.73,3409000406,386701990,0.0,0.96,-9.78,19.67,19920330
2.7,0.0,0.0,5913,1596736.0,0.74,0.05,7.52,0.24,0.0,200012,南  玻Ｂ,2.71,2.69,2.71,2.7,8290868689,2995288286,-0.37,0.72,15.38,12.97,19920228
-,-,-,-,-,-,-,-,-,-,200013,*ST石化B,-,-,-,1.47,-,-,-,-,-,-,19920506
-,-,-,-,-,-,-,-,-,-,200015,PT中浩B,-,-,-,1.95,-,-,-,-,-,-,19920625
2.47,0.41,0.01,14965,3685365.0,2.03,0.18,6.37,0.8,0.41,200016,深康佳Ｂ,2.49,2.44,2.48,2.46,5947625158,2004038472,0.41,0.61,6.47,2.92,19920327
0.97,-1.02,-0.01,2315,224901.0,3.06,0.09,66.97,0.89,1.04,200017,*ST中华B,0.99,0.96,0.99,0.98,534807509,240912093,-1.02,37.95,-3.0,-42.6,19920331
-,-,-,-,-,-,-,-,-,-,200018,神城B退,-,-,-,0.17,-,-,-,-,-,-,19920616
4.03,0.0,0.0,859,342746.0,1.74,0.17,9.86,0.51,0.25,200019,深粮B,4.03,3.96,4.03,4.03,4644717074,208549598,0.0,0.91,-5.84,28.75,19921012
3.09,-1.28,-0.04,1989,612466.0,2.88,0.2,118.87,0.81,-0.64,200020,深华发Ｂ,3.15,3.06,3.15,3.13,874968191,315167133,-0.64,2.3,-3.44,-25.9,19920428
-,-,-,-,-,-,-,-,-,-,200024,招商局B,-,-,-,35.3,-,-,-,-,-,-,19930607
4.67,0.43,0.02,364,168680.0,1.94,0.09,33.47,0.4,0.0,200025,特  力Ｂ,4.7,4.61,4.7,4.65,2013042354,178767600,0.0,1.37,-8.07,-15.09,19930621
6.67,0.15,0.01,1910,1273799.0,2.7,0.29,8.76,2.33,0.0,200026,飞亚达Ｂ,6.69,6.51,6.58,6.66,2855372846,446343060,-0.15,0.91,2.62,9.7,19930603
22.92,0.97,0.22,1355,3090734.0,3.96,0.25,6.48,1.0,0.09,200028,一致Ｂ,23.45,22.55,22.55,22.7,9812670450,1257952167,-0.99,0.64,-2.22,-14.64,19930809
3.5,-1.13,-0.04,2457,860491.0,1.41,0.2,11.74,0.48,-0.28,200029,深深房Ｂ,3.54,3.49,3.54,3.54,3540810000,420000000,-0.28,0.84,-33.96,-33.96,19940110
3.6,-0.83,-0.03,1397,501656.0,1.93,0.29,6.19,0.52,0.56,200030,富奥B,3.64,3.57,3.64,3.63,6517987600,172148094,0.0,0.81,11.11,16.88,19930929
