最新价,涨跌幅,涨跌额,成交量,成交额,振幅,换手率,市盈率,量比,五分钟涨跌,代码,名称,最高价,最低价,今开,昨收,总市值,流通市值,涨速,市净率,60日涨跌幅,年初至今涨跌幅,上市时间
19.5,2.31,0.44,639658,1240074384.0,3.04,0.33,12.67,0.75,-0.1,000001,平安银行,19.61,19.03,19.05,19.06,378415404861,378412177260,-0.05,1.31,35.7,20.15,19910403
30.94,0.45,0.14,584040,1788275568.0,3.08,0.6,13.57,1.04,0.0,000002,万  科Ａ,31.07,30.12,30.78,30.8,359452634299,300560904089,0.03,1.77,14.25,-0.71,19910129
5.63,-0.88,-0.05,93864,52957716.0,1.23,0.7,11.17,0.95,-0.18,000006,深振业Ａ,5.68,5.61,5.66,5.68,7600472109,7590973882,-0.18,1.08,-12.71,8.69,19920427
2.74,0.37,0.01,119366,32659958.0,1.1,0.45,-23.64,0.92,0.0,000008,神州高铁,2.75,2.72,2.74,2.73,7619379248,7302599428,0.0,1.06,-10.46,-24.31,19920507
7.49,-2.73,-0.21,363074,273077040.0,2.99,1.42,27.78,1.02,-0.13,000009,中国宝安,7.68,7.45,7.64,7.7,19318312598,19113715930,-0.13,2.86,-1.96,21.39,19910625
6.97,-1.97,-0.14,494986,346959584.0,3.8,2.53,22.09,0.46,0.0,000012,南  玻Ａ,7.19,6.92,7.11,7.11,21402723986,13640703746,-0.14,2.11,21.85,41.09,19920228
6.94,2.66,0.18,518919,355705136.0,3.25,3.25,20.37,1.49,0.0,000016,深康佳Ａ,6.95,6.73,6.75,6.76,16711141132,11080225642,0.0,1.96,-1.42,60.65,19920327
7.8,-0.76,-0.06,38488,30015718.0,2.29,0.92,21.72,0.71,0.0,000019,深粮控股,7.92,7.74,7.85,7.86,8989774981,3246241690,0.0,2.0,-20.89,32.65,19921012
20.11,-0.1,-0.02,94394,189956906.0,1.44,0.64,49.76,0.72,-0.05,000021,深科技,20.3,20.01,20.13,20.13,29587025790,29542079859,-0.05,4.09,-18.58,65.92,19940202
18.85,-1.05,-0.2,28897,54552193.0,1.47,0.74,153.74,0.86,0.05,000025,特  力Ａ,19.09,18.81,19.06,19.05,8125449332,7403871332,0.0,6.29,-20.8,-10.92,19930621
5.9,4.42,0.25,602798,351374160.0,4.42,1.27,5.4,3.58,0.34,000027,深圳能源,5.9,5.65,5.66,5.65,28068600504,28068600504,0.17,1.03,3.87,15.01,19930903
50.0,-3.62,-1.88,73783,371619264.0,3.64,2.01,16.09,1.77,0.08,000028,国药一致,51.5,49.61,51.5,51.88,21406349150,18386681250,0.08,1.58,-3.47,11.71,19930809
8.35,-2.79,-0.24,157984,133534283.0,3.49,1.77,31.86,0.87,0.0,000029,深深房Ａ,8.63,8.33,8.56,8.59,8447361000,7445361000,0.0,2.28,-22.76,-22.76,19930915
7.84,-2.0,-0.16,142773,111974732.0,4.38,0.81,15.33,0.86,0.26,000030,富奥股份,8.07,7.72,8.01,8.0,14194728550,13797466021,0.0,2.01,6.81,70.81,19930929
