最新价,涨跌幅,涨跌额,成交量,成交额,振幅,换手率,市盈率,量比,五分钟涨跌,代码,名称,最高价,最低价,今开,昨收,总市值,流通市值,涨速,市净率,60日涨跌幅,年初至今涨跌幅,上市时间
25.97,-1.78,-0.47,199393,518642096.0,3.29,2.11,163.04,0.48,0.27,300001,特锐德,26.57,25.7,26.11,26.44,25906894848,24534468178,0.12,5.82,23.78,51.34,20091030
6.15,0.0,0.0,346719,212440247.0,2.93,2.13,43.77,0.52,0.16,300002,神州泰岳,6.24,6.06,6.17,6.15,12060715702,10017877551,0.16,3.23,-8.89,88.65,20091030
29.67,0.1,0.03,158199,465826416.0,2.02,1.04,20.35,0.74,-0.03,300003,乐普医疗,29.78,29.18,29.65,29.64,53541921741,45336094648,0.03,5.33,-22.04,-9.76,20091030
6.54,-3.4,-0.23,81773,53957484.0,3.4,1.95,27.3,1.49,-0.15,300004,南风股份,6.76,6.53,6.76,6.77,3139158131,2737732924,-0.15,1.52,-25.43,-4.39,20091030
7.1,-2.07,-0.15,427972,307132928.0,14.07,6.06,-25.87,1.94,1.72,300005,探路者,7.78,6.76,7.65,7.25,6274285521,5014888160,1.43,2.83,12.52,62.47,20091030
8.22,-1.08,-0.09,124217,101851812.0,2.41,1.99,9190.77,0.73,0.24,300006,莱美药业,8.33,8.13,8.29,8.31,6676622705,5132693659,0.24,4.4,5.38,46.79,20091030
17.16,-0.92,-0.16,40717,70016211.0,1.33,1.69,21.5,0.73,0.0,300007,汉威科技,17.34,17.11,17.2,17.32,5028271351,4142615111,-0.06,3.33,-9.83,5.02,20091030
7.03,-0.85,-0.06,432922,306111456.0,3.67,5.83,128.65,0.5,-0.28,300008,天海防务,7.19,6.93,7.07,7.09,6748913781,5223482573,-0.28,15.23,-6.76,143.25,20091030
16.1,0.69,0.11,108821,174405476.0,2.0,1.13,55.13,0.86,0.06,300009,安科生物,16.18,15.86,15.9,15.99,21982746237,15512495109,0.06,7.92,-9.09,40.12,20091030
12.34,-2.14,-0.27,117974,146250952.0,3.25,1.62,-85.95,0.83,0.0,300010,豆神教育,12.69,12.28,12.59,12.61,10715126144,8976751535,-0.16,3.29,-40.9,-4.42,20091030
7.06,0.86,0.06,38395,26999706.0,1.43,0.81,51.5,0.69,0.0,300011,鼎汉技术,7.08,6.98,7.01,7.0,3944071732,3344495478,0.0,1.96,-9.25,19.46,20091030
25.07,0.64,0.16,63423,158390477.0,1.24,0.42,78.59,0.5,0.16,300012,华测检测,25.15,24.84,24.89,24.91,41729534300,37854046032,0.12,11.76,-6.03,68.48,20091030
7.26,-2.94,-0.22,75172,54819875.0,3.34,1.8,-74.34,1.03,-0.14,300013,新宁物流,7.46,7.21,7.38,7.48,3242948455,3036692327,-0.14,4.19,-19.78,-21.09,20091030
62.24,0.13,0.08,252648,1566179440.0,2.83,1.42,93.19,1.0,0.06,300014,亿纬锂能,62.74,60.98,62.08,62.16,117562984301,110601548910,0.03,10.88,20.06,136.65,20091030
67.01,0.63,0.42,214599,1434832784.0,3.27,0.63,133.98,1.05,0.06,300015,爱尔眼科,68.04,65.86,66.17,66.59,276182923525,228941335291,0.01,29.07,24.9,121.01,20091030
11.68,0.09,0.01,104831,122240385.0,1.46,2.58,26.99,1.74,0.0,300016,北陆药业,11.73,11.56,11.6,11.67,5775695480,4751345943,-0.09,3.64,-10.15,30.94,20091030
7.8,0.13,0.01,201317,156241573.0,1.16,0.91,68.96,0.76,0.13,300017,网宿科技,7.81,7.72,7.81,7.79,19133495191,17179210519,0.13,2.19,-16.31,-17.89,20091030
7.37,-1.99,-0.15,119157,88515990.0,2.79,3.04,120.72,0.85,0.0,300018,中元股份,7.57,7.36,7.52,7.52,3543728420,2885654274,0.0,3.32,0.55,42.28,20091030
20.78,1.17,0.24,288540,592083120.0,7.74,10.61,38.33,0.67,-0.62,300019,硅宝科技,21.23,19.64,20.26,20.54,6876142542,5650590840,0.0,7.01,34.94,108.43,20091030
9.24,-0.11,-0.01,67787,62799472.0,0.97,1.08,34.59,0.7,0.0,300020,银江股份,9.32,9.23,9.26,9.25,6059491155,5796148189,-0.11,1.69,-22.48,10.39,20091030
5.41,-1.64,-0.09,119795,64872675.0,1.82,1.85,67.13,0.74,0.0,300021,大禹节水,5.48,5.38,5.46,5.5,4313721317,3507990119,0.0,2.99,-10.87,4.04,20091030
5.34,-1.29,-0.07,107458,57643289.0,2.03,3.11,-283.67,0.97,0.19,300022,吉峰科技,5.44,5.33,5.39,5.41,2030483629,1843623968,0.0,25.81,-22.83,38.7,20091030
11.46,-2.47,-0.29,114458,130338072.0,7.57,8.33,-5126.49,1.77,-0.35,300023,宝德股份,11.99,11.1,11.21,11.75,3622583642,1574248614,0.0,7.44,-20.36,56.99,20091030
13.74,0.15,0.02,65194,89308975.0,0.95,0.43,119.65,0.64,0.07,300024,机器人,13.77,13.64,13.74,13.72,21437692338,20837821951,0.0,3.24,-13.86,-1.86,20091030
5.55,0.91,0.05,142375,78986208.0,2.73,3.57,-47.89,0.7,0.0,300025,华星创业,5.61,5.46,5.53,5.5,2378344619,2215252153,0.0,5.45,-8.11,7.98,20091030
5.15,-0.58,-0.03,238689,122977783.0,1.16,0.89,19.37,0.81,0.0,300026,红日药业,5.19,5.13,5.18,5.18,15471397411,13756372457,-0.19,2.14,-20.16,48.84,20091030
4.49,3.22,0.14,387268,172184539.0,3.45,1.75,-28.8,1.41,0.45,300027,华谊兄弟,4.5,4.35,4.35,4.35,12517940036,9924589201,0.22,3.05,-23.64,-3.02,20091030
