最新价,涨跌幅,涨跌额,成交量,成交额,振幅,换手率,市盈率,量比,五分钟涨跌,代码,名称,最高价,最低价,今开,昨收,总市值,流通市值,涨速,市净率,60日涨跌幅,年初至今涨跌幅,上市时间
10.17,-0.68,-0.07,473365,479183312.0,1.95,0.16,5.0,0.42,0.3,600000,浦发银行,10.25,10.05,10.24,10.24,298511204072,298511204072,0.3,0.59,0.49,-13.59,19991110
14.99,-0.79,-0.12,88799,133815978.0,2.18,0.43,-88.87,0.53,0.0,600004,白云机场,15.28,14.95,15.15,15.11,35477107062,31019114505,-0.07,1.85,1.56,-13.4,20030428
12.92,-0.77,-0.1,15298,19789398.0,1.31,0.15,15.94,0.83,-0.08,600007,中国国贸,13.05,12.88,12.99,13.02,13014090339,13014090339,-0.08,1.67,-11.69,-24.53,19990312
3.04,-0.33,-0.01,323148,98099591.0,0.98,0.44,18.03,0.65,0.33,600008,首创股份,3.05,3.02,3.05,3.05,22315395658,22315395658,0.33,1.45,-4.1,1.33,20000427
81.06,1.07,0.86,80265,649338784.0,2.26,0.73,-158.86,0.74,0.09,600009,上海机场,81.59,79.78,80.75,80.2,156199251795,88637196741,-0.02,5.25,6.78,3.98,19980218
1.19,-0.83,-0.01,1793607,213816043.0,1.67,0.57,243.36,0.6,0.0,600010,包钢股份,1.2,1.18,1.2,1.2,54246188851,37695881789,-0.83,1.03,2.59,-9.85,20010309
4.95,-1.0,-0.05,282728,139522938.0,1.8,0.26,6.38,0.67,0.2,600011,华能国际,5.0,4.91,5.0,5.0,77705562127,54438664099,0.2,0.98,-13.16,-9.17,20011206
6.4,-0.31,-0.02,69055,44183347.0,2.34,0.59,16.54,0.76,0.0,600012,皖通高速,6.47,6.32,6.45,6.42,10615104000,7459840000,-0.31,0.98,18.52,13.27,20030107
6.55,-2.38,-0.16,460019,301841840.0,2.68,0.36,5.35,0.71,0.0,600015,华夏银行,6.67,6.49,6.65,6.71,100786317089,83988597577,0.15,0.47,3.97,-11.73,20030912
5.36,-0.56,-0.03,1136524,607115216.0,1.48,0.32,4.71,0.66,0.19,600016,民生银行,5.38,5.3,5.38,5.39,234673763171,190076980422,0.19,0.51,-3.07,-9.76,20001219
4.64,0.0,0.0,255045,117706600.0,1.51,0.11,13.42,0.69,-0.22,600018,上港集团,4.65,4.58,4.63,4.64,107525850376,107525850376,-0.22,1.26,5.45,-17.58,20061026
6.07,-2.1,-0.13,1652041,996121456.0,4.35,0.75,12.9,1.15,0.33,600019,宝钢股份,6.17,5.9,6.17,6.2,135175547236,134486814534,0.17,0.75,20.92,11.17,20001212
3.55,-0.28,-0.01,38777,13809493.0,0.84,0.17,47.85,0.56,-0.28,600020,中原高速,3.58,3.55,3.56,3.56,7978170004,7978170004,-0.28,0.78,-1.39,-18.2,20030808
7.46,-0.4,-0.03,29146,21693630.0,1.07,0.12,12.13,0.46,0.27,600021,上海电力,7.5,7.42,7.49,7.49,19524044910,17510457435,0.13,1.17,-1.58,-5.81,20031029
4.55,0.66,0.03,238240,107931541.0,1.33,0.27,14.13,0.54,0.0,600025,华能水电,4.56,4.5,4.54,4.52,81900000000,40622400000,0.0,1.69,10.17,11.79,20171215
7.01,0.57,0.04,269899,189310271.0,2.73,0.99,7.53,0.73,-0.14,600026,中远海能,7.12,6.93,6.96,6.97,33386470114,19179590356,-0.28,0.93,-4.37,10.57,20020523
